utt_id,text,context,speaker,show,label,split
1_S09E04_106,Footprints on the Moon.,"Dude, if we do this, we're gonna need a cool band name. You know, I've actually (chuckles) had one I've been sitting on for years. Really? It was for this power trio I tried to put together in junior high, but I was short two friends. What is it?",HOWARD,BBT,0,train
1_S09E20_237,She's trying to think of something She's never done before. This could take a while.,"Calm down. I'll go first. All right, let's see. Never have I ever...",AMY,BBT,1,train
1_S10E04_238,"Well, Sheldon, I really appreciate that, but these things mean more to you than they do to me, so whatever you want.","Which side of the bed would you prefer? Doesn't matter to me. Your choice. No, no, we're living together now-- everything's equal. You know? I know that I have a tendency to be controlling, so I would rather you choose.",AMY,BBT,0,train
1_7443,We've kind of been involved in a five-year experiment.,"in town were starting to say I was a witch. Sheldon thinks the approach in this paper might change the way we calculate ferromagnetic hysteresis. Oh, it's about time. I hated the old way. Hi. I'm Penny. Alex.
Uh, do you work with Dr. Hofstadter? In a way.",PENNY,BBT,0,train
1_3649,"Oh, no, no, I said I'm inviting you to come with me to Stan Lee's house.","Hi. I'm Penny. This is my friend, Sheldon. We're not friends at the moment. Depends on how this goes. Right, right. Anyway, Sheldon here is a huge fan of yours, and he was supposed to meet you the other day at the comic book store, but he kind of ended up in jail. I see. And you thought you'd just come over to my house uninvited? You said we were invited.",PENNY,BBT,0,train
2_380,Oh just like give a minute to wake up for this  ...  Ha ha! You lost the ring. You the worst best man ever!,"The stripper stole the ring! The stripper stole the ring! Chandler get up get up, the stripper stole the ring.",CHANDLER,FRIENDS,0,train
1_S12E04_276,"So, what do you want to know?","This place is amazing. I can't believe you got us in here. Well, it's kind of my job. Usually I get tipped for it, but I'll leave that up to you. (giggles) Look, I think that's LeBron over there. James? No, LeBron Kershenbaum.",OTHER,BBT,0,train
2_148,"Hey, that's Joincidence with a C",You know what I just realized? Joker is poker with a J. Coincidence?,CHANDLER,FRIENDS,1,train
1_S11E10_240,"I forget, which mental hospital are you guys registered at?",Neither of them will be the actual cake. I'm just using it as a bargaining chip to get Amy to agree to the whole wedding party getting rings from wheelchairs to robots.,HOWARD,BBT,1,train
1_S12E22_188,"I can see why she would say that, but why do you?",So she's staying in London? What does that mean for your relationship? It's great.,HOWARD,BBT,1,train
2_350,"No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest.","They are ain't here yet No, but they should be any minute You seem a little nervous. Oh you're sure I am Are you nervous cause you haven't met Michael's fiancee?",DOROTHY,GOLDENGIRLS,1,train
1_11913,It's why my people wandered the desert for 40 years. Took that long to walk it off.,I don't think I've eaten that much in my entire life.,HOWARD,BBT,1,train
1_7449,"Okay, the NASA Web site says Howard's final descent has begun.","or Leonard's gym membership. We're not kicking him out. 
Stuart and I have become good friends. Okay, one vote for, one vote against.
Leonard, you're the tiebreaker. I don't have a problem with Stuart.
Besides, he gives us a 20% discount at his comic book store. Well, I don't sell my friendship that cheaply. I can go 30. Welcome aboard, old chum.",RAJ,BBT,0,train
2_111,What was that?!,"Rachel is one of my closest friends. Although, being the only one who knows anything about this does makes me feel special. Okay! Okay, stop-stop! Phoebe?! Hey Rach!",RACHEL,FRIENDS,0,train
2_203,It's not funny!,"That only is not funny, it's physically impossible! Okay? Depending    on the species I'd have to have a six foot long...",ROSS,FRIENDS,0,train
3_S06E07_272,That you're an alcoholic?,"When Richard told me about the dots last night,initially, I dismissed it as the ranting of a self-sabotaging idiot. But a few hours later when I woke up in a stall in the second story men's bathroom, I realized something.",DINESH,SV,1,train
1_S12E06_111,"You get that I'm wearing a corset because of you, not because I'm tired of breathing?","Ready to go? Hey, why aren't you in your costume? I just didn't feel like it.",AMY,BBT,0,train
1_S12E04_102,this is a safe space-- it's okay to be vulnerable.,"I still can't believe Sheldon had a best friend we've never heard about. Ooh, somebody's jealous. - I'm not jealous. - Leonard,",HOWARD,BBT,0,train
1_11697,The answer's in this puzzle box. Let's see if you can open it.,"Can you please just let it go? Oh, I can help you with that. Imagine you're holding an ordinary pen. While your favorite pen is safe and secure in your pocket. Hold that thought. Hello? How can I make this up to you?",PENNY,BBT,1,train
1_3766,Can we please talk about something else? Maybe something vaguely related to life as we know it on this planet?,"I honestly don't care. Really? Because every time we've talked about unusual animal genitals, you've always had some pretty strong and controversial opinions. What do you want from me? I just don't give a rat's ass. Would that be a giant rat's ass? For the record, giant rats are possible.",LEONARD,BBT,1,train
1_S11E03_321,What's to worry about?,"Here you go. Thanks. (chuckles) It's too bad Stuart couldn't make it. He seemed fun. Oh, yeah, he is. I love him dearly, yeah. Not to say that I don't worry about him.",OTHER,BBT,0,train
2_434,We can? Ok I am trying that.,You guys can pee standing up.,CHANDLER,FRIENDS,1,train
2_202,Yeah?,"Uh, okay, Pheebs? Yeah? Umm, y'know how the other day you were talking about how you didn't get to go to London and how you were kinda feeling left out?",PHOEBE,FRIENDS,0,train
3_S03E02_111,"Don't you guys call it ""Rock, Rock, Rock""?","All right. Winner gets the big monitor. I understand how this works. Both: Ready? Rock, paper, scissors, shoot. Suck it. I should've known you'd throw rock. That's all you know in Pakistan. It's in your blood.",GILFOYLE,SV,1,train
2_478,"Oh, wait a minute, I have no one.","Hi. What's the matter with you? Mean guys at the coffee house took my hat You kidding It was ridiculous, these guys were bullies, actual bullies. We are grown ups, this kind of stuff isn't supposed to happen anymore.",CHANDLER,FRIENDS,1,train
2_340,Oh! Oop!,"It's the big night! We wanted to wish you good luck! Yeah, yeah you have the ring? Yeah, right here in my pocket. Pheebs?",PHOEBE,FRIENDS,0,train
1_S12E02_262,Riveting.,Wow. A scavenger hunt. That's exciting. I had a bit of a scavenger hunt myself last night. I was trying to find the remote. I looked under one of the cushions. Wasn't there. Then I lifted the cushion a little higher. Bingo.,AMY,BBT,1,train
1_2819,"You know, I've always wanted to go to a Goth nightclub.","Howard, what did you do? They're called tattoo sleeves. Look. I got them online. Raj got a set, too. Fantastic, right? Put them on, have hot sex with some freaky girl with her business pierced, take them off, and I can still be buried in a Jewish cemetery.",SHELDON,BBT,1,train
2_125,I mean if you hadn't initiated it I-I-I know I would've.,"Yeah. Listen about that, the whole uh, who came on to who thing really doesn't matter. I mean, I think it would've happened either way.",ROSS,FRIENDS,0,train
3_S01E02_324,"Listen, we all love Big Head. But the truth is, he's not as good of a coder as I am, not as good at system architecture as Gilfoyle, not as good at being a prick as you, no offense.","Wait, Richard's getting rid of Big Head? Why?",DINESH,SV,1,train
2_589,Well why don't you check in one of my saddle bags while I chew on a bale of hay.,"I am sorry I think I can walk the rest of the way now just give me my boots. I don't have your boots Well I don't have them either, where are they?",CHANDLER,FRIENDS,1,train
2_599,No I am upset because crocodin turbs are wearing darker colors.,I am not talking to you I guess you are still upset with me about last night aren't you?,DOROTHY,GOLDENGIRLS,1,train
1_6092,"We don't say that, either. I'll make you a list. Oh, that would be mighty white of you.","Three, sadly, are dead. Mom, you remember Rajesh? Rajesh, my mother. Of course. Mrs. Cooper. So nice to see you again. Well, it's so nice to see you, too. I thought it was our Indians that had the occasional alcohol problem.",LEONARD,BBT,0,train
1_S11E05_193,I thought his work wife was standing in my kitchen.,"Hey, Bernadette. Oh, hey, Raj. Howard's not here. Oh, I know, he's been in the lab every night this week with his work wife. That's weird,",BERNADETTE,BBT,1,train
2_264,Okay?,"Listen, I'm sorry about that whole thing with Roger. It really wasn't right, and I, and I want to make it up to you, so umm, I brought you something that I think you'll really enjoy. Now, this is just a loan.",PHOEBE,FRIENDS,0,train
1_2354,"So? Do cocaine smugglers write ""cocaine"" on the box?","They're here. Stay calm. We don't know anything about them yet. What are you doing? I'm checking for musical instruments. Does that sound like castanets to you? The box says ""kitchen.""",SHELDON,BBT,1,train
3_S04E01_575,"But since your failure as a leader is a virtual certainty, tolerating your short reign as CEO in exchange for a front-row seat to the disaster seems fair.","Gilfoyle, can I please be CEO of Pied Piper? Spoken like a true leader.",GILFOYLE,SV,1,train
1_S12E02_433,- We wrote you a special thank you note. - Oh.,"So we put a little picture of me and a little picture of Sheldon in it. In-in the locket? Yes. That was in a lost and found box? Exactly. Where we hid it? So really, you gave us three amazing gifts. You gave the locket, the adventure and the realization that Amy and I can do anything as long as we work together.",AMY,BBT,0,train
3_S01E05_417,"Anything to do with ""error"" sounds like your whole vibe.","Dude, relax, okay? We each ripped through a full module this morning. We're just taking a little break. DRM is now a thing of beauty. - Wait. You did DRM? - Yeah. I did DRM. Why did you do DRM? I said I would do DRM, you would do error handling.",GILFOYLE,SV,1,train
1_2423,Provided he has already read and is familiar with the reestablishment of the DC multiverse.,"Everybody's staring at me. Don't worry, they're more scared of you than you are of them. Unlikely. Here, what about this one for my nephew? A superb choice. Oh, great.",SHELDON,BBT,0,train
1_S09E12_369,"Yeah, he's as real as the fine I get when I use too much toilet paper.","You know, if anything, he's turning me into his mother. Before I did pharmaceutical sales, I was an actress. You know, I was pretty good. You know, girl-next-door type, but hot. Doable. Hmm. And not only am I Leonard's mother, but we have this man-child living with us named Sheldon. Oh, Leonard talked a lot about him. I wasn't sure if he was real.",PENNY,BBT,1,train
1_S10E09_021,"Oh, good, maybe he can build a nicer bridge to live under.","How much money did he win? Over half a million dollars. Wow. And he doesn't have to use it for research, he can do whatever he wants with it.",SHELDON,BBT,1,train
2_231,"No, no, no, it's flattery.","Aren't you with that girl over there? Well, yeah, kinda. Um, but that's okay, see we have an understanding, um, see we each have this list of five famous people, so I'm allowed to sleep with you.",ROSS,FRIENDS,0,train
1_7953,Why don't you ask Scotty to beam you up?,"Hello. Uh, four glasses of water, please. Anything for you guys? Can I use your phone? 
Our car got stolen.",PERSON,BBT,1,train
2_301,"Hey, do you know a six-letter word for red?","Hey! Hey! What are you guys doing up? Oh, we wanted to finish the crossword before we went to bed.",CHANDLER,FRIENDS,0,train
1_S12E05_110,Yeah. I already got a man for that.,"Oh, Sheldon. Didn't see you there. What's up? Well, uh, he was excited to talk science with Amy, but she was working late, so he decided to come over and share it with me. With me, Leonard. With me. Sheldon, we've talked about this. You can't go around boring other people's wives.",PENNY,BBT,1,train
1_S11E02_205,"Well, that's why I brought the bottle.","Here, drink this. It might help. What if it doesn't?",PENNY,BBT,0,train
1_S11E13_001,Newspapers? Did you find a portal back to the 1990s?,Hey! Look what I got everybody.,LEONARD,BBT,1,train
1_S12E08_258,You can do that but you still can't get my bra off.,"Voilà. Darn it. It's okay. Here, let me show you again. It's like you're actually magic.",BERNADETTE,BBT,1,train
1_1722,My aunt Marion gave them to me for my 12th birthday.,What are you doing here? Hang on. 130 over 80. It's a little high. We can attribute that to the stress of sneaking past the security desk. Where did you get the stethoscope and the blood pressure cuff?,SHELDON,BBT,0,train
1_410,"Leonard, may I present, live from New Delhi, Dr. and Mrs. V. M. Koothrappali.","Do you really need the Honorary Justice League of American membership card? It's been in every wallet I've owned since I was five. Why? It says, ""Keep this on your person at all times."" It's right here under Batman's signature. and this is Leonard and Sheldon's apartment. Guess whose parents just got broadband.",RAJ,BBT,0,train
3_S01E04_009,"Oh, yeah. No, she's... She's very pretty.","Ron LaFlamme. Great to meet you. All right, homeboy. Pop a squat. Start autographing by the flags. Lot of paper to get through. So, what do you think? About? Jeannie. She's pretty hot, right?",RICHARD,SV,0,train
1_S10E02_101,"Why? Because I'm Jewish? That's like me saying, ""Hey, you're Indian. Doesn't your cousin work in a call center?""","You know, maybe before our meeting we should talk to a lawyer. That's not a bad idea. Well, you must have someone in your family that's a lawyer.",HOWARD,BBT,1,train
1_S11E11_098,"Aw, the people's pajamas have little horses on them, and the horses' have little people.","Hey. Hey. What you reading? Oh, it's your brother's Christmas letter. Ugh. If there's a picture of his wife and his kids and his dogs and his horses all in matching pajamas, I beg you to burn it.",PENNY,BBT,0,train
1_1678,Answering the question once and for all why Wolowitz bailed out of medical school.,Can you open this for me? Can I see your stitches? Sure.,RAJ,BBT,0,train
1_5156,"That's got to be fun for you, huh? Watching Hofstadter suck the saliva out of your sister's mouth?","The audible sigh is a show of exasperation, right? Right. Is it about me or the dead pixels? Hey, you're just in time. We made Tex-Mex. Oh, sounds great. Oh, Indians making Tex-Mex. Might as well have had the Chinese pizza. Hey, you.",HOWARD,BBT,1,train
2_484,Yes yes it is! In Prison!!,"Your tailor, is a very bad man. Frankie what are you talking about? Hey, whats going on? Joey' trailer took advantage of me No way, I have been going to the guy for twelve years Oh c'mon, he said he was gonna do my inseam, then he ran his hand, up my leg and then there was definite What? Cupping. That's how they do pants. First they go up they move it over, then they go up the other side and move it back, then they do the rear. What? Ross will you tell them? Isn't that how a tailor measures ?",ROSS,FRIENDS,1,train
1_10829,"On the bright side, that Oxford study was right. One friend down. I wonder who you're going to lose next.","You would leave me out of the conversation with the next guy if you dump Leonard? Why say it? Yes! Well, I would never leave you off my list, and not just because, without you, we're playing fast and loose with the word list. Well, good job. Now she hates me. Great.",SHELDON,BBT,1,train
1_S10E23_165,"Oh, sweetie, you might not live that long.","So, did you tell him about Princeton yet? No, I'm waiting till he's in a good mood.",PENNY,BBT,1,train
3_S03E01_431,"(SIGHS) Great timing, guys. Thank you so much. Premium stuff, Dinesh.","- You wrote some of it. - You know what? We're gonna stay, and we're gonna build Pied Piper just to prove you wrong. Okay. Thank you for the solidarity by the way, and sticking with your friend. You know what, ERLICH? You can tell Barker to go fuck himself, so I can go to Flutterbeam and then watch these two assholes crash and burn trying to build out Pied Piper by themselves. This'll be great.",ERLICH,SV,1,train
2_316,"Yeah, I'm fine.","Hi. Well, look, I was just gonna leave a message, isn't tonight your, your big anniversary dinner? Yeah. Well, umm..... Rach, are you okay?",RACHEL,FRIENDS,0,train
2_162,"Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.","No-no-no. I don't have a son named Jordie. We all agreed, my son's name is Jamie. Well, Jamie was the name of Susan's first girlfriend, so we went back to Jordie. What? Whoa, whoa whoa whoa, what do you mean,",PERSON,FRIENDS,0,train
3_S06E01_417,-Almost a human.,"So, Dinesh thinks this is you? Correct. He's been messaging with it all day and he has no idea it's an AI. Well, we fooled a human. I guess we just passed the Turing test.",GILFOYLE,SV,1,train
1_S10E06_255,"Imagine this: you've got the baby in one hand, groceries in the other, and you're thinking, ""How am I gonna open this trunk?""","It's got a rearview camera, there's a DVD player-- oh, and check this out. It's like we're living in the future! Hey, show her the trunk! Show her the trunk!",HOWARD,BBT,0,train
1_1973,I hope I'm a waitress at the Cheesecake Factory for my whole life.,"Ask me why. Do I have to? Of course. That's how you move a conversation forward. Why? The learning opportunities would be abundant. Additionally, I like having my belly scratched.",PENNY,BBT,1,train
1_6211,"No. You mean this was all a ruse? Oh, how could I be so stu...","Oh, no! I can't! Hurry! 
We're running out of time! - Okay. Just do it! Oh, God!
One... two...
three! Trick or treat, bubbeleh. What?
(laughing)",SHELDON,BBT,0,train
1_S11E19_030,"Except for you, Sheldon. You're eating crow.","(stammers) What is happening? Everybody's supposed to be eating Chinese food. Well, actually, I believe the Chinese may have invented the sandwich. Their dish ""rou jia mo"" literally means ""meat between bread."" So, it looks like all of us, including Penny, are eating Chinese food.",RAJ,BBT,1,train
1_S11E10_249,"(sighs) Well, what's it gonna take? You want half my sandwich?","Really? You're not gonna sit here? I'll sit there as soon as you leave. You're still on this? I said sorry. Well, ""sorry"" doesn't make up for years of emotional abuse.",HOWARD,BBT,0,train
1_S11E08_195,I know. It was when I stubbed my toe.,"What do you want to watch? Oh, why don't you pick. Okay, how about comedy? Eh, I already laughed today.",AMY,BBT,0,train
1_S11E04_315,Okay... I'm pretty sure they're not best friends.,"Hey. Hello. You got a sec? Sure. What's up? Penny's been talking to my mother like they're best friends, and it's kind of freaking me out.",AMY,BBT,0,train
1_S11E07_153,"Just a minute, I want to make sure Leonard can't hear us.","Hello. Hey, buddy, what's up? Hey. Um, I need to talk to Penny alone. (laughs) What can I do for you?",SHELDON,BBT,0,train
1_S09E04_342,Who cares? I thought the whole point of Footprints on the Moon was to write songs that make people think.,"I'm telling you, dude, the song has no groove. You can't dance to it.",HOWARD,BBT,0,train
3_S05E01_120,"He was oddly tall, don't you think?","Richard: Okay, what about this guy, Chris Berger? He's a very skilled engineer. He was very funny when we met with him. I think he'd be great.",DINESH,SV,0,train
1_5058,"An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?","Yes, I live with him.
I don't... I-I really don't know why. Tonight? Sure, that'd be great. Okay, I'll see you then. Bye. She wants to have dinner and talk about my research.",SHELDON,BBT,1,train
1_S12E21_285,You sure you're not thinking about your husband?,Your husband was acting kind of weird today.,PENNY,BBT,1,train
1_11224,And here I am in the trap. You just keep talking. I'm gonna chew my leg off.,"You heard what he said about his parents. 
It was the little things they kept bottled up. 
I don't want that to happen to us. How can I convince you it won't? Well, is there anything about me you're keeping inside? I'm not answering that. 
It's a trap. So there<i> are</i> things you don't like.",HOWARD,BBT,1,train
1_S11E11_127,Great. Can you bring a few things?,"Hey, Stuart, you're coming to Halley's party, right? You bet. Plus, I live there and I was invited, so it's already better than my tenth birthday party.",HOWARD,BBT,0,train
2_604,"No Rose, I am developing pictures from the magellan space probe","Hi Dorothy, cooking?",DOROTHY,GOLDENGIRLS,1,train
1_2216,"Excuse me, but what about me? Why don't I get a shot?","Unlike you, I can actually talk to women when I'm sober. You fail to take into account that even mute, I am foreign and exotic, while you, on the other hand, are frail and pasty. You know the old saying, ""Pasty and frail never fail.""",LEONARD,BBT,0,train
1_S09E04_088,"Well, it could be fun to try a little acoustic thing.","Hey, we've always talked about playing together.",HOWARD,BBT,0,train
1_10857,It's true-- you're both gorgeous. Kind of says something about the man who could bed you both.,"Okay, sit down. Listen, Emily, what happened between me and Raj was a long time ago. It was, and I may have made it seem like a bigger deal than I should have. Yeah, and Leonard and I are engaged now, and I'm just hoping we can put this whole thing behind us. Mm. I'd like that, too. Yeah, I thought I'd be okay with it, but then I saw how pretty you are. Oh, that's so sweet.
I mean, look at you-- you are gorgeous.",RAJ,BBT,0,train
3_S03E03_511,This plan better fucking work with a sacrifice like this.,"Just be in. Uh, Dinesh? All right, fuck it, I'm in... but on one condition. I'm going to need everyone to solemnly swear, that they will no longer make fun of my gold chain. Not a word ever again. Well, guys, I think we can agree to that.",GILFOYLE,SV,0,train
1_S12E06_367,"What do you want, Sheldon?","Hello, Bernadette. Wait, did you just walk into my house? No, Howard let me in. Where is he? Oh, he got in his car and drove away. Oh. Is that watermelon for anybody? - It's for Halley. - Is she gonna eat all of it? God, no wonder she looks like Churchill.",BERNADETTE,BBT,0,train
1_S09E04_267,"No, of course not. I-I just feel bad. Well, so do I,",What else can you do? Move back in with him?,LEONARD,BBT,0,train
1_S11E10_297,"Oh, okay. Sorry. I wasn't ready for it. Try again.","Hey. You look good today. What happened? What's wrong? Just tell me. I can take it. Nothing. I felt bad about being mean to you, so I'm being nice.",HOWARD,BBT,0,train
2_283,Dee. The sarcastic sister from What's Happening.,Could you want her more? Who?,CHANDLER,FRIENDS,1,train
1_536,Just the latest copy of Applied Particle Physics quarterly.,Hey Sheldon. Hello Penny. Get anything good?,SHELDON,BBT,1,train
1_S11E07_415,Give him a chance. He's gonna get this.,"So you're not gonna see her again? What's the point? We're never gonna be in a real relationship. Right, so you'll only be in a physical one? Exactly. Why would I want to spend time with someone like that? Someone who is just interested in sex? Yeah. Raj, do you real... Whoa, hold on.",HOWARD,BBT,0,train
1_S10E19_252,You sure you don't fit in? You sound like a catty bitch to me.,"Look, raj just gets along with women. I-i know, but he was my friend first. It's like she's stealing him and they're just having the best time doing all their dumb girly stuff together.",HOWARD,BBT,1,train
1_11699,"No, Stuart picked out those throw pillows all on his own.","Hold that thought. Hello? How can I make this up to you? The answer's in this puzzle box. 
Let's see if you can open it. You could have at least warned him about the furniture. That's what I said when we moved it. You helped him?!",RAJ,BBT,1,train
1_4286,"All right, all right. He can buy his own desk.","and a super executive ant farm with glow-in-the-dark sand? - What if he buys his own desk? Yeah, what if I buy my own desk? - That's ridiculous. - Why? Because… Yes? It's my office.",SHELDON,BBT,0,train
1_S12E07_443,I have no idea.,"The europium laser is so cool. It has a four-level f-f transition which provides for high power output, and its quantum efficiency is off the charts. What are you going to use it for?",LEONARD,BBT,0,train
1_8136,"Yeah, I'm really looking forward to it. In fact, there's no place I would rather be than here.",It's nice that all the people who are lonely on Valentine's Day can come here tonight and be together.,PERSON,BBT,1,train
3_S02E03_229,Are you out of your mind?,"Uh, all right. Just read it. $5 million? Yeah, yeah. You guys are not going back to Hooli, and neither am I. How the fuck did you get that? Russ Hanneman? Oh, Monica, I see you got my text.",OTHER,SV,0,train
2_464,"Oh, uh, no thanks. I just had an M&M.","Hey, you guys the water is great. You should really go in!",CHANDLER,FRIENDS,1,train
1_8042,"No, just me, her and a couple of the big wigs. It's part of a bonus she got.","Here you go. Great. Come on in. What, you don't say thank you? It's my suitcase.
I lent it to you two years ago. Well, then, I should tell you I broke the wheel and the handle. So, is everyone from Bernadette's company going to Vegas?",HOWARD,BBT,0,train
2_357,"Stating the obvious, but thank you. And it's not weird is it.","Yes. Great, let's begin.  How's the pressure? Nice! Wow Phoebe you are good!",PHOEBE,FRIENDS,1,train
3_S03E02_062,"Gilfoyle: Yeah, compared to the shit shack we're used to, anything's an improvement.","So, why don't I show you guys your new home? Hopefully, it lives up to your standards.",GILFOYLE,SV,0,train
2_297,"I am sorry, it was a one time thing. I was very drunk and it was someone else's subconscious","You and I were, uh doing it on this table You okay there? I can't belive you two had sex in her dream.",CHANDLER,FRIENDS,1,train
2_280,"Joey ate my last stick of gum, so I killed him. Do you think that was wrong?","How old is that sock!. If I had a sock on my hand for thirty years, it would be talking too. Okay, I think its time to change somebody's nicotine patch.",CHANDLER,FRIENDS,1,train
3_S03E03_012,I can't believe you suggested the idea of building a fucking appliance.,Let me show you the next location in which we would install one of your boxes. Richard. What the fuck are we doing here? I don't like it any more than you do. I told Jack we'd come check this place out and then we'd have a discussion.,DINESH,SV,0,train
1_S12E07_424,What was the case?,"Seriously, Leonard, you didn't pick my project? I'm sorry, Raj. - Did you go with Crow Lady? - No. You gave the money to Kripke? I did not. Wait, I'm confused. I thought there were only three projects in contention. There were. But, at the last minute, someone submitted an application for a pretty cool europium-doped laser, and they made a very compelling case.",HOWARD,BBT,0,train
1_S12E17_085,Was one of the options the option to never come back?,"Wow. That's a lot of luggage for a weekend. (groans) I know. I didn't know what to wear, so I brought a few options.",LEONARD,BBT,1,train
1_S11E08_283,Get to the point! Oh.,"So it turns out Ruchi is totally trying to take over Bernadette's projects. Wow, she just told you that out of the blue? Yeah, yeah, we had just made love. It was so beautiful. Our caramel-colored bodies were entwined like erotic taffy...",PENNY,BBT,0,train
2_119,Yeah. What-what should I do?,"I mean technically it's-it's not against the rules or anything, but it is frowned upon. Especially by that professor we ran into last night, Judgey von Holierthanthou. Well Ross, you be careful now. You don't want to get a reputation as y'know Professor McNailshisstudents.",ROSS,FRIENDS,0,train
1_S12E08_071,It doesn't have to be tonight.,"I think we should have sex. (passing horn honks) (squeakily): Me, too. Yeah, it's just, we haven't done it yet, and I think it's important to make sure we're compatible before we get married. I totally agree. Oh, just one question. While we're doing it, can I leave my shirt on? You know, the dumplings, pretty salty.",OTHER,BBT,0,train
3_S06E05_355,"Well, maybe some time when you're working on something, I can come interrupt your flow and use words incorrectly to tell you about it.","-What? -Sorry. I just, um, I was quickly perusing your file-- That's not what peruse means. Peruse means to read thoroughly and carefully. Wow. That... that's... super helpful. Thank you for that tip. Um, anyway, yeah, I was just curious to know, like, what's it like growing up in Rhode Island?",OTHER,SV,1,train
1_S09E03_170,"I've done it, like, a dozen times.","Piercing my ears. Oh. Oh. You really never had that done? My mom said pierced ears were for whores, pirates and genies. Okay, well, you're a grown woman now. I know, but Sheldon had this clause in the Relationship Agreement forbidding cosmetic surgery unless it's to look like a Klingon. We'll take you to the mall to get it done. Why? I can do it right here. Really? You have a piercing gun? No. All you need is a needle and an ice cube.",PENNY,BBT,0,train
3_S03E03_126,"But instead of that, you bought a chain?","No. Whoa, whoa, hold on. You're wearing a gold chain? Oh, right. Yeah, I've had it for a while. Just kind of throw it on every now and then. None of that is true. - I definitely would've noticed. - Okay, listen. I've been working hard. I'm making money for the first time. I was like... buy myself something nice, you know?",GILFOYLE,SV,1,train
1_S12E06_010,Did you know the Michael Myers mask from the film was actually a Captain Kirk mask turned inside out?,"Hey, did you guys know this year's the 40th anniversary of Halloween? - Oh, nonsense. Halloween traditions of date back to the Celtic festival of Samhain. Although our current Halloween customs come from the evening before All Hallows' Day-- All Hallows' Eve-- thus, Halloween. I meant the movie Halloween. Oh. Well, that's not interesting at all.",LEONARD,BBT,0,train
1_S10E03_311,"But let's say you do. And don't say you do, because you don't! Now, wouldn't you think that throwing yourself into your work would be the best way to deal with it?","Uh, you're really going to have caffeine in front of me when I'm trying to get my life back on track? Uh, okay, let's pretend you do have a problem. I do. You don't. Yeah, but I do. No, you don't!",LEONARD,BBT,0,train
3_S03E03_111,"The more meetings I turn down, the more these recruiters send me.",More recruiter swag? You got an Oculus? - Yup. - That's a hoverboard? How many meetings are you taking? None. That's the irony.,GILFOYLE,SV,0,train
2_462,"No Rose, at a pie eating contest.",Oh I am so nervous. Have you ever given an eulogy? You mean at a funeral?,DOROTHY,GOLDENGIRLS,1,train
3_S02E04_162,"I disagree, OJ. We should hire the best person for the job, period.","Uh, Dinesh, Gilfoyle, this is someone you guys recommended I contact, Carla Walton? Yeah, we hung out with her a bunch at the last S.F. vid/tech meet-up. Her code is fucking great. She was head of engineering at Earcast? She was engineering at Earcast. She pulled that whole system on her own. You know what else excites me here? There's a distinct over-representation of men in this company. Look around. I think it would behoove us to prioritize hiring a woman.",GILFOYLE,SV,0,train
1_11322,"You know what? That was almost on topic. I'm gonna say, ""Good job, Sheldon.""","Hey, how are things going with your parents? Not great. They hired divorce attorneys. You know, speaking of attorneys, if I ever needed a lawyer, I would not hire She-Hulk.",PENNY,BBT,1,train
1_S11E04_137,"""Daddy's little girl""?","So, you don't want to hang out with Sheldon and Howard? No, they were bonding over their sad childhoods, and my stupid parents were always there for me. What's all this? I'm just boxing up all the clothes Halley's outgrown. Guess we won't need them anymore. Oh, well, slow down. I'm sure there's some you could reuse for a boy.",BERNADETTE,BBT,0,train
1_S11E06_003,"I'm not allowed to eat for 12 hours before my surgery, and I only got two more minutes.","Howie, slow down. I can't.",HOWARD,BBT,0,train
1_S11E13_211,"Wow, I didn't think anything could top last night's spelling bee, but here comes math.","Oh, hey, in seventh grade, I built a cobra wave. You want to do that? Oh, we can come up with a wave speed formula, and see how accurately we can predict the amplitude.",PENNY,BBT,1,train
1_4639,"Well, I'm just glad you finally found yourself a keeper.","and pump it into his mom's Camry. Yeah, that's great. It's a funny story. Moving on. And Donnie was a rocket scientist compared to that boy who wanted to get beer pong into the olympics. What was his name, sweetheart? Curtis, and I'm pretty sure he was joking. I don't know. That petition looked real to me. Yeah, okay, I think this ends the ex-boyfriend portion of our evening.",PERSON,BBT,0,train
1_2837,"- Chocolate? - No, I don't want any chocolate!","You'll never guess who they got to replace you at work. Okay, I know what you're doing. Really? Yes, you're using chocolates as positive reinforcement for what you consider correct behaviour.
Very Good.",LEONARD,BBT,0,train
1_S11E05_060,Wha... No!,"Hey, what you reading? A parenting book. Oh, my God. Are-are we...?",PENNY,BBT,0,train
1_1666,Would it work if I just punched you in the face?,"it will establish you as the ""alpha"" male. You see... when a female witnesses an exhibition of physical domination, she produces the hormone oxytocin. If the two of you then engage in intercourse, this will create the biochemical reaction in the brain which lay people naively interpret as ""falling in love."" Huh",LEONARD,BBT,0,train
2_445,Okay?,"Okay, here's what we're gonna do. Okay, I'm gonna break into this mini-van and put it in neutral. You guys push it forward so Ross can drive out of his spot.",PHOEBE,FRIENDS,0,train
2_221,See Joe that's why your parents told you not to jump on your bed!,Whoa!,CHANDLER,FRIENDS,0,train
